method,json
<FiveMiles.RepresentativeTests: void testSignIn()>,"[{""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button[2]"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""***REMOVED***"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[2]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""researchiscool"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}]"
<FiveMiles.RepresentativeTests: void testSignUp()>,"[{""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_create_account_button"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[3]/android.widget.FrameLayout/android.widget.EditText"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/create_account_fragment_first_name_text"", ""input"": ""aaa"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[4]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""bbb"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/create_account_fragment_create_account_button"", ""action"": ""click""}]"
<FiveMiles.RepresentativeTests: void testAbout()>,"[{""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button[2]"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""***REMOVED***"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[2]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""researchiscool"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}, {""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@//android.widget.ImageButton[@content-desc=\\"", ""action"": ""click""}, {""id_or_xpath"": ""//android.widget.ImageButton[@content-desc=\""Open Menu\""]"", ""action"": ""click""}, {""id_or_xpath"": ""/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout[3]/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout"", ""action"": ""click""}, {""id_or_xpath"": ""/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout[3]/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout"", ""action"": ""click""}]"
<FiveMiles.RepresentativeTests: void testAccount()>,"[{""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button[2]"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""***REMOVED***"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[2]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""researchiscool"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}, {""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@//android.widget.ImageButton[@content-desc=\\"", ""action"": ""click""}, {""id_or_xpath"": ""//android.widget.ImageButton[@content-desc=\""Open Menu\""]"", ""action"": ""click""}]"
<FiveMiles.RepresentativeTests: void testCategory()>,"[{""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button[2]"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""***REMOVED***"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[2]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""researchiscool"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@//android.widget.ImageButton[@content-desc=\\"", ""action"": ""click""}, {""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.TextView"", ""action"": ""click""}]"
<FiveMiles.RepresentativeTests: void testContact()>,[]
<FiveMiles.RepresentativeTests: void testHelp()>,"[{""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button[2]"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""***REMOVED***"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[2]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""researchiscool"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@//android.widget.ImageButton[@content-desc=\\"", ""action"": ""click""}, {""id_or_xpath"": ""//android.widget.ImageButton[@content-desc=\""Open Menu\""]"", ""action"": ""click""}, {""id_or_xpath"": ""/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout[2]/android.widget.ListView/android.widget.LinearLayout[13]"", ""action"": ""click""}]"
<FiveMiles.RepresentativeTests: void testMenu()>,"[{""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button[2]"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""***REMOVED***"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[2]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""researchiscool"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}, {""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@//android.widget.ImageButton[@content-desc=\\"", ""action"": ""click""}, {""id_or_xpath"": ""//android.widget.ImageButton[@content-desc=\""Open Menu\""]"", ""action"": ""click""}]"
<FiveMiles.RepresentativeTests: void testSearch()>,"[{""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button[2]"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""***REMOVED***"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[2]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""researchiscool"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@//android.widget.ImageButton[@content-desc=\\"", ""action"": ""click""}, {""id_or_xpath"": ""//android.widget.TextView[@content-desc=\""Search\""]"", ""action"": ""click""}, {""id_or_xpath"": ""com.contextlogic.wish:id/search_src_text"", ""input"": ""aa\\n"", ""action"": ""sendKeys""}]"
<FiveMiles.RepresentativeTests: void testFilter()>,"[{""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button[2]"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""***REMOVED***"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[2]/android.widget.FrameLayout/android.widget.EditText"", ""input"": ""researchiscool"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}, {""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""xpath@//android.widget.ImageButton[@content-desc=\\"", ""action"": ""click""}, {""id_or_xpath"": ""//android.widget.TextView[@content-desc=\""Search\""]"", ""action"": ""click""}, {""id_or_xpath"": ""com.contextlogic.wish:id/search_src_text"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""//android.widget.TextView[@content-desc=\""Filter\""]"", ""action"": ""click""}, {""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout[4]/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout"", ""action"": ""click""}]"
