id,xpath,class,canonical,current Activity,next Activity,type,additional info
com.buzzfeed.android:id/menu_user_profile_root,,android.view.ViewGroup,menu_account,.activity.PagerActivity,.activity.ProfileActivity,,
com.buzzfeed.android:id/signin,,android.widget.TextView,signin_tosignin,.activity.ProfileActivity,,,
com.buzzfeed.android:id/usernameEditText,,android.widget.EditText,signin_email,.activity.ProfileActivity,,input,
com.buzzfeed.android:id/passwordEditText,,android.widget.EditText,signin_password,.activity.ProfileActivity,,input,
com.buzzfeed.android:id/loginButton,,android.widget.TextView,sign_in,.activity.ProfileActivity,.activity.PagerActivity,,
com.buzzfeed.android:id/emailSignUpButton,,android.widget.EditText,signin_tosignup,.feature.login.ui.LoginActivity,,,
email,,android.widget.EditText,signup_email,org.chromium.chrome.browser.customtabs.CustomTabActivity,,input,
pass,,android.widget.EditText,signup_password,org.chromium.chrome.browser.customtabs.CustomTabActivity,,input,
re_enter_pass,,android.widget.EditText,signup_confirm_password,org.chromium.chrome.browser.customtabs.CustomTabActivity,,input,
username,,android.widget.EditText,signup_username,org.chromium.chrome.browser.customtabs.CustomTabActivity,,input,
signup,,android.widget.Button,sign_up,org.chromium.chrome.browser.customtabs.CustomTabActivity,,,
com.buzzfeed.android:id/menu_search,,android.widget.TextView,tosearch,.activity.PagerActivity,,,
com.buzzfeed.android:id/search_bar,,android.view.ViewGroup,search_bar,.activity.PagerActivity,.activity.BuffetSearchActivity,input,
com.buzzfeed.android:id/post_card_text,,android.widget.TextView,item_1,.activity.BuffetSearchActivity,.detail.common.DetailPageActivity,,
com.buzzfeed.android:id/menu_bookmark,,android.widget.TextView,save_bookmark,.detail.common.DetailPageActivity,,,
com.buzzfeed.android:id/design_menu_item_text,,android.widget.CheckedTextView,menu_bookmark,.activity.PagerActivity,,,
com.buzzfeed.android:id/menu_bookmark,,android.widget.TextView,remove_bookmark,.detail.common.DetailPageActivity,,,
com.buzzfeed.android:id/icon,,android.widget.ImageView,category,.activity.PagerActivity,,,
com.buzzfeed.android:id/explore_item_title,,android.widget.TextView,cat_1,".activity.PagerActivity""",.activity.BuffetActivity,,
com.buzzfeed.android:id/settings_button,,android.widget.TextView,menu_settings,.activity.PagerActivity,.activity.SettingsActivity,,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9],android.widget.LinearLayout,contact,.activity.SettingsActivity,com.android.internal.app.ChooserActivity,,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9],android.widget.LinearLayout,legal,.activity.SettingsActivity,org.chromium.chrome.browser.customtabs.CustomTabActivity,,
,"//android.widget.ImageButton[@content-desc=""Navigate up""]",android.widget.ImageButton,back,.detail.common.DetailPageActivity,.activity.BuffetSearchActivity,,
,"//android.widget.ImageButton[@content-desc=""Navigate up""]",android.widget.ImageButton,back,.activity.BuffetSearchActivity,.activity.PagerActivity,,
com.buzzfeed.android:id/icon,,,menu,,,,
