id,xpath,class,canonical,current Activity,next Activity,type,additional info
com.contextlogic.geek:id/login_fragment_sign_in_button,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.TextView[4],android.widget.TextView,home_signin,com.contextlogic.wish.activity.login.LoginActivity,com.contextlogic.wish.activity.login.signin.SignInActivity,transition,"""Sign In"" button"
com.contextlogic.geek:id/sign_in_fragment_email_text,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.ScrollView/android.widget.LinearLayout/android.widget.EditText[1],android.widget.EditText,signin_email,com.contextlogic.wish.activity.login.signin.SignInActivity,,input,Can be transition
com.contextlogic.geek:id/sign_in_fragment_password_text,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.ScrollView/android.widget.LinearLayout/android.widget.EditText[2],android.widget.EditText,signin_password,com.contextlogic.wish.activity.login.signin.SignInActivity,,input,Can be transition
com.contextlogic.geek:id/sign_in_fragment_sign_in_button,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.ScrollView/android.widget.LinearLayout/android.widget.TextView[1],android.widget.TextView,sign_in,com.contextlogic.wish.activity.login.signin.SignInActivity,com.contextlogic.wish.activity.browse.BrowseActivity,assertion,Can be transition
com.contextlogic.geek:id/sign_in_fragment_forgot_password_button,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.ScrollView/android.widget.LinearLayout/android.widget.TextView[2],android.widget.TextView,signin_forget_pwd,com.contextlogic.wish.activity.login.signin.SignInActivity,,assertion,
com.contextlogic.geek:id/login_fragment_create_account_button,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.TextView[2],android.widget.TextView,home_signup,com.contextlogic.wish.activity.login.LoginActivity,com.contextlogic.wish.activity.login.createaccount.CreateAccountActivity,transition,"""Register"" button"
com.contextlogic.geek:id/create_account_fragment_first_name_text,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[1]/android.widget.EditText[1],android.widget.EditText,signup_firstname,com.contextlogic.wish.activity.login.createaccount.CreateAccountActivity,,input,
com.contextlogic.geek:id/create_account_fragment_email_text,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.ScrollView/android.widget.LinearLayout/android.widget.EditText[1],android.widget.EditText,signup_email,com.contextlogic.wish.activity.login.createaccount.CreateAccountActivity,,input,
com.contextlogic.geek:id/create_account_fragment_confirm_email_text,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.ScrollView/android.widget.LinearLayout/android.widget.EditText[2],android.widget.EditText,signup_confirm_email,com.contextlogic.wish.activity.login.createaccount.CreateAccountActivity,,input,
com.contextlogic.geek:id/create_account_fragment_password_text,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.ScrollView/android.widget.LinearLayout/android.widget.EditText[3],android.widget.EditText,signup_password,com.contextlogic.wish.activity.login.createaccount.CreateAccountActivity,,input,
com.contextlogic.geek:id/create_account_fragment_create_account_button,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.ScrollView/android.widget.LinearLayout/android.widget.TextView[1],android.widget.TextView,sign_up,com.contextlogic.wish.activity.login.createaccount.CreateAccountActivity,,assertion,
,"//android.widget.ImageButton[@content-desc=""Open Menu""]",android.widget.ImageButton,menu,com.contextlogic.wish.activity.browse.BrowseActivity,,assertion,Can be transition
