id,xpath,class,canonical,current Activity,next Activity,type,additional info
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button[2],android.widget.Button,signin_tosignin,com.insthub.fivemiles.Activity.WelcomeActivity,.login.EmailLoginActivity,transition,
com.thirdrock.fivemiles:id/login_email,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText,android.widget.EditText,signin_email,.login.EmailLoginActivity,.login.EmailLoginActivity,input,Can be transition
com.thirdrock.fivemiles:id/login_password,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[2]/android.widget.FrameLayout/android.widget.EditText,android.widget.EditText,signin_password,.login.EmailLoginActivity,.login.EmailLoginActivity,input,Can be transition
com.thirdrock.fivemiles:id/login_login,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.Button,android.widget.Button,sign_in,.login.EmailLoginActivity,.MainTabActivity,assertion,Can be transition
com.thirdrock.fivemiles:id/lbl_reset_password,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.TextView[1],android.widget.TextView,signin_forget_pwd,.login.EmailLoginActivity,.login.ResetPasswordActivity,assertion,
com.thirdrock.fivemiles:id/sign_up,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button[1],android.widget.Button,home_signup,com.insthub.fivemiles.Activity.WelcomeActivity,.login.RegisterActivity,transition,
com.thirdrock.fivemiles:id/login_email,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[3]/android.widget.FrameLayout/android.widget.EditText,android.widget.EditText,signup_email,.login.RegisterActivity,.login.RegisterActivity,input,Same id as in sign in
com.thirdrock.fivemiles:id/login_first_name,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[1]/android.widget.FrameLayout/android.widget.EditText,android.widget.EditText,signup_firstname,.login.RegisterActivity,.login.RegisterActivity,input,Same xpath as email in sign in
com.thirdrock.fivemiles:id/login_password,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/TextInputLayout[4]/android.widget.FrameLayout/android.widget.EditText,android.widget.EditText,signup_password,.login.RegisterActivity,.login.RegisterActivity,input,Same id as in sign in
com.thirdrock.fivemiles:id/register_register,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.Button,,sign_up,.login.RegisterActivity,.login.RegisterActivity,assertion,Same xpath as sign in
com.thirdrock.fivemiles:id/btn_skip,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.TextView,android.widget.TextView,skip,.login.AskForContactsActivity,.reco.SellersNearbyActivity,transition,"Escape ""contacts"" popup"
,"//android.widget.ImageButton[@content-desc=""Navigate up""]",android.widget.ImageButton,to_home,.reco.SellersNearbyActivity,com.insthub.fivemiles.Activity.MainTabActivity,transition,"Escape ""follow"" popup"
com.thirdrock.fivemiles:id/main_tab_profile,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.RadioGroup/android.widget.RadioButton[4],android.widget.RadioButton,menu,com.insthub.fivemiles.Activity.MainTabActivity,com.insthub.fivemiles.Activity.MainTabActivity,assertion,Same as account; can be transition
com.thirdrock.fivemiles:id/profile_setting,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.RelativeLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[5]/android.widget.LinearLayout[2],android.widget.LinearLayout,menu_settings,com.insthub.fivemiles.Activity.MainTabActivity,.settings.SettingActivity,transition,
com.thirdrock.fivemiles:id/setting_aboutus,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.LinearLayout[1],android.widget.LinearLayout,about,.settings.SettingActivity,.FmWebActivity,assertion,
com.thirdrock.fivemiles:id/main_tab_profile,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.RadioGroup/android.widget.RadioButton[4],android.widget.RadioButton,menu_account,com.insthub.fivemiles.Activity.MainTabActivity,com.insthub.fivemiles.Activity.MainTabActivity,assertion,
com.thirdrock.fivemiles:id/main_tab_search,,android.widget.RadioButton,category,com.insthub.fivemiles.Activity.MainTabActivity,com.insthub.fivemiles.Activity.MainTabActivity,transition,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.TextView,android.widget.TextView,cat_1,com.insthub.fivemiles.Activity.MainTabActivity,.MainTabActivity,assertion,
