id,xpath,class,canonical,current Activity,next Activity,type,additional info
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.Button[2],android.widget.Button,bypass,.onboarding.main.activities.Onboarding,.permission.ui.GrantPermissionsActivity,transition,continue without signing in
com.android.packageinstaller:id/permission_allow_button,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.Button[2],android.widget.Button,perms_allow,.permission.ui.GrantPermissionsActivity,.home.main.activities.Carousel,transition,"""Allow"" access device location"
com.groupon:id/my_stuff,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.HorizontalScrollView/android.widget.LinearLayout/android.widget.LinearLayout/android.view.ViewGroup[4],android.view.ViewGroup,menu_account,.home.main.activities.Carousel,,assertion,Can be transition
com.groupon:id/sign_in_button,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.viewpager.widget.ViewPager/android.widget.RelativeLayout/android.view.ViewGroup/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout/android.widget.Button,android.widget.Button,home_signin,.home.main.activities.Carousel,.login.main.activities.Login,transition,"""Sign In"" button"
com.groupon:id/fragment_log_in_sign_up_email,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.LinearLayout/androidx.viewpager.widget.ViewPager/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[1]/android.widget.EditText,android.widget.EditText,signin_email,.login.main.activities.Login,,input,
com.groupon:id/fragment_log_in_sign_up_password,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.LinearLayout/androidx.viewpager.widget.ViewPager/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[1]/android.widget.RelativeLayout/android.widget.RelativeLayout/android.widget.EditText,android.widget.EditText,signin_password,.login.main.activities.Login,,input,
com.groupon:id/fragment_log_in_sign_up_groupon_button,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.LinearLayout/androidx.viewpager.widget.ViewPager/android.widget.ScrollView/android.widget.LinearLayout/android.widget.Button,android.widget.Button,sign_in,.login.main.activities.Login,,assertion,
com.groupon:id/fragment_log_in_sign_up_forgot_password,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.LinearLayout/androidx.viewpager.widget.ViewPager/android.widget.ScrollView/android.widget.LinearLayout/android.widget.TextView[1],android.widget.TextView,signin_forget_pwd,.login.main.activities.Login,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.HorizontalScrollView/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.TextView[2],android.widget.TextView,signin_tosignup,.login.main.activities.Login,,transition,"""New User"" button"
com.groupon:id/fragment_log_in_sign_up_name,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.LinearLayout/androidx.viewpager.widget.ViewPager/android.widget.ScrollView/android.widget.LinearLayout/android.widget.EditText,android.widget.EditText,signup_username,.login.main.activities.Login,,input,
