id@com.contextlogic.geek:id/create_account_fragment_first_name_text,com.contextlogic.home:id/create_account_fragment_last_name_text,android.widget.EditText,"[734,962][1384,1102]",3.6
id@com.contextlogic.geek:id/action_bar_item_icon,com.contextlogic.home:id/home_page_search_icon,android.widget.ImageView,"[224,242][336,295]",0.9
id@com.contextlogic.geek:id/sign_in_fragment_email_text,com.contextlogic.home:id/sign_in_fragment_password_text,android.widget.EditText,"[56,1137][1384,1277]",1.8
id@com.contextlogic.geek:id/create_account_fragment_email_text,com.contextlogic.home:id/create_account_fragment_first_name_text,android.widget.EditText,"[56,962][706,1102]",2.7
id@com.contextlogic.geek:id/create_account_fragment_password_text,com.contextlogic.home:id/create_account_fragment_first_name_text,android.widget.EditText,"[56,962][706,1102]",2.7
id@com.contextlogic.geek:id/menu_view_profile_arrow,,android.widget.TextView,"[308,397][579,471]",1.8
"xpath@//android.widget.TextView[@content-desc=""Filter""]",,android.widget.TextView,"[1244,185][1440,353]",1.01
id@com.contextlogic.geek:id/cart_fragment_cart_items_item_row_want_less,com.contextlogic.home:id/cart_fragment_cart_items_checkout_button,android.widget.TextView,"[56,2596][1384,2621]",2.7
id@com.contextlogic.geek:id/search_src_text,com.contextlogic.home:id/search_src_text,android.widget.EditText,"[336,204][1356,330]",0.909
"xpath@//android.widget.ImageButton[@content-desc=""Open Menu""]",,android.widget.ImageButton,"[0,171][196,367]",2.01
id@com.contextlogic.geek:id/product_details_fragment_add_to_cart_button,com.contextlogic.home:id/product_details_fragment_overview_save_to_wishlist_button_image,android.widget.ImageView,"[1244,1926][1349,2031]",3.6
id@com.contextlogic.geek:id/sign_in_fragment_sign_in_button,com.contextlogic.home:id/sign_in_fragment_sign_in_button,android.widget.TextView,"[56,1425][1384,1565]",2.01
"xpath@//android.widget.TextView[@content-desc=""Search""]",,android.widget.TextView,"[1244,185][1440,353]",1.01
id@com.contextlogic.geek:id/create_account_fragment_confirm_email_text,com.contextlogic.home:id/create_account_fragment_email_text,android.widget.EditText,"[56,1130][1384,1270]",3.6
id@com.contextlogic.geek:id/create_account_fragment_create_account_button,com.contextlogic.home:id/create_account_fragment_first_name_text,android.widget.EditText,"[56,962][706,1102]",2.7
id@com.contextlogic.geek:id/create_account_fragment_last_name_text,com.contextlogic.home:id/create_account_fragment_first_name_text,android.widget.EditText,"[56,962][706,1102]",3.6
id@com.contextlogic.geek:id/sign_in_fragment_password_text,com.contextlogic.home:id/sign_in_fragment_forgot_password_button,android.widget.TextView,"[56,1305][1384,1369]",2.7
id@com.contextlogic.geek:id/product_feed_image,com.contextlogic.home:id/product_feed_gridview,android.widget.ScrollView,"[0,367][1440,2621]",1.8
