"xpath@//android.widget.TextView[@text=""NEW USER""]",com.contextlogic.wish:id/sign_in_fragment_create_account_button,android.widget.TextView,"[56,1863][1384,2003]",1.0
id@com.groupon:id/fragment_log_in_sign_up_name,com.contextlogic.wish:id/create_account_fragment_first_name_text,android.widget.EditText,"[56,962][706,1102]",2.0
id@com.groupon:id/done,com.contextlogic.wish:id/sign_in_fragment_sign_in_button,android.widget.TextView,"[56,1425][1384,1565]",1.0
id@com.groupon:id/fragment_log_in_sign_up_password,com.contextlogic.wish:id/sign_in_fragment_password_text,android.widget.EditText,"[56,1137][1384,1277]",2.7
id@com.groupon:id/ic_shopping_cart,com.contextlogic.wish:id/product_details_fragment_add_to_cart_button,android.widget.TextView,"[915,2617][1405,2621]",0.9
"xpath@//android.widget.Button[@text=""Just show me the deals""]",com.contextlogic.wish:id/sign_in_fragment_terms_policy_full_ver,android.widget.TextView,"[56,2059][1384,2160]",1.0
id@com.groupon:id/deal_image,com.contextlogic.wish:id/product_feed_image,android.widget.ImageView,"[35,570][702,1202]",0.9
id@com.groupon:id/cta_button,com.contextlogic.wish:id/product_details_fragment_add_to_cart_button,android.widget.TextView,"[915,2617][1405,2621]",1.01
id@com.groupon:id/global_search_button_text,,android.widget.TextView,"[1244,185][1440,353]",1.0
id@com.groupon:id/category_icon,com.contextlogic.wish:id/action_bar_item_icon,android.widget.ImageView,"[908,213][1020,325]",0.9
id@com.groupon:id/done_button,com.contextlogic.wish:id/fragment_filter_done,android.widget.TextView,"[889,2582][1405,2621]",0.9
id@com.groupon:id/fragment_log_in_sign_up_email,com.contextlogic.wish:id/sign_in_fragment_email_text,android.widget.EditText,"[56,962][1384,1102]",2.7
id@com.groupon:id/search_edittext,com.contextlogic.wish:id/search_src_text,android.widget.EditText,"[392,204][1412,330]",1.0
id@com.groupon:id/dialog_positive_button,,android.widget.Button,"[192,1602][1248,1770]",1.01
id@com.groupon:id/quantity_button_text,com.contextlogic.wish:id/cart_fragment_quantity_dropdown_text,android.widget.TextView,"[1268,1122][1286,1196]",1.01
id@com.groupon:id/fragment_log_in_sign_up_groupon_button,com.contextlogic.wish:id/sign_in_fragment_email_text,android.widget.EditText,"[56,962][1384,1102]",1.8
