"xpath@//android.widget.TextView[@text=""NEW USER""]",,android.widget.TextView,"[720,367][1440,535]",2.01
id@com.groupon:id/fragment_log_in_sign_up_name,com.groupon:id/fragment_log_in_sign_up_name,android.widget.EditText,"[56,626][1384,764]",4.01
id@com.groupon:id/terms_of_use,com.groupon:id/terms_of_use,android.widget.TextView,"[28,724][1412,878]",3.01
id@com.groupon:id/done,com.groupon:id/done,android.widget.Button,"[195,2005][1245,2173]",5.01
id@com.groupon:id/fragment_log_in_sign_up_password,com.groupon:id/fragment_log_in_sign_up_password_icon,android.widget.ImageView,"[1293,1016][1370,1065]",4.5
"xpath@//android.widget.TextView[@text=""Customer Support""]",com.groupon:id/title,android.widget.TextView,"[238,1396][638,1462]",2.01
id@com.groupon:id/ic_shopping_cart,com.groupon:id/ic_shopping_cart,android.widget.ImageView,"[1300,227][1384,311]",2.01
"xpath@//android.widget.Button[@text=""Just show me the deals""]",,android.widget.Button,"[195,2372][1245,2549]",5.01
id@com.groupon:id/deal_image,com.groupon:id/deal_image,android.widget.ImageView,"[28,723][1412,1502]",0.909
id@com.groupon:id/cta_button,com.groupon:id/cta_button,android.widget.Button,"[42,2582][1398,2621]",1.01
id@com.groupon:id/global_search_button_text,com.groupon:id/global_search_button_text,android.widget.TextView,"[168,199][799,339]",2.01
id@com.groupon:id/category_icon,com.groupon:id/category_icon,android.widget.ImageView,"[1121,200][1258,337]",1.01
id@com.groupon:id/done_button,com.groupon:id/done_button,android.widget.TextView,"[1199,1253][1440,1428]",1.01
id@com.groupon:id/fragment_log_in_sign_up_email,com.groupon:id/fragment_log_in_sign_up_name,android.widget.EditText,"[56,626][1384,764]",3.6
id@com.groupon:id/my_stuff,com.groupon:id/my_stuff,android.view.ViewGroup,"[1080,2582][1440,2621]",2.01
id@com.groupon:id/search_edittext,com.groupon:id/search_edittext,android.widget.EditText,"[364,199][953,339]",2.01
id@com.groupon:id/dialog_positive_button,com.groupon:id/dialog_positive_button,android.widget.Button,"[745,1604][1297,1781]",1.01
id@com.groupon:id/quantity_button_text,com.groupon:id/quantity_button_text,android.widget.TextView,"[498,929][530,1005]",1.01
id@com.groupon:id/fragment_log_in_sign_up_groupon_button,com.groupon:id/fragment_log_in_sign_up_groupon_button,android.widget.Button,"[56,1445][1384,1642]",4.01
