id@com.ebay.mobile:id/et_last_name,com.etsy.android:id/edit_last_name,android.widget.EditText,"[562,573][969,676]",2.01
id@com.ebay.mobile:id/edit_text_username,com.etsy.android:id/edit_username,android.widget.EditText,"[111,493][969,596]",3.01
id@com.ebay.mobile:id/et_temp,com.etsy.android:id/forgot_password_link,android.widget.TextView,"[67,787][690,924]",1.0
id@com.ebay.mobile:id/et_email,com.etsy.android:id/edit_email,android.widget.EditText,"[111,776][969,879]",1.0
xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.ImageView,com.etsy.android:id/search_taxonomy_header,android.widget.TextView,"[0,367][1440,536]",0.9
id@com.ebay.mobile:id/bt_create_your_account,com.etsy.android:id/switch_to_sign_in,android.widget.TextView,"[260,1583][820,1715]",1.0
id@com.ebay.mobile:id/textview_sign_in_status,com.etsy.android:id/etsy_menu_text,android.widget.TextView,"[56,280][924,448]",0.9
id@com.ebay.mobile:id/button_sign_in,com.etsy.android:id/btn_sign_in_dialog,android.widget.Button,"[551,1117][881,1249]",2.01
id@com.ebay.mobile:id/home,com.etsy.android:id/listing_title,android.widget.TextView,"[56,1124][692,1218]",1.0
id@com.ebay.mobile:id/search_box,com.etsy.android:id/menu_search,android.widget.TextView,"[1104,185][1272,353]",1.0
id@com.ebay.mobile:id/et_first_name,com.etsy.android:id/edit_first_name,android.widget.EditText,"[111,573][518,676]",2.01
id@com.ebay.mobile:id/button_classic,com.etsy.android:id/edit_username,android.widget.EditText,"[111,493][969,596]",3.0
id@com.ebay.mobile:id/button_register,com.etsy.android:id/switch_to_register,android.widget.TextView,"[195,971][885,1103]",2.0
xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.CheckedTextView,,android.widget.TextView,"[0,1215][1440,1403]",2.0
"xpath@//android.widget.TextView[@content-desc=""Categories button""]",com.etsy.android:id/etsy_menu_text,android.widget.TextView,"[56,112][924,280]",0.9
id@com.ebay.mobile:id/button_sort,,android.widget.TextView,"[56,1102][720,1178]",1.0
id@com.ebay.mobile:id/bt_continue,com.etsy.android:id/button_facebook_signin,android.widget.Button,"[199,963][881,1095]",1.0
