id@com.contextlogic.geek:id/login_fragment_create_account_button,com.etsy.android:id/btn_link,android.widget.Button,"[329,1449][750,1586]",0.8
id@com.contextlogic.geek:id/sign_in_fragment_sign_in_button,com.etsy.android:id/btn_sign_in_dialog,android.widget.Button,"[551,1117][881,1249]",2.0
id@com.contextlogic.geek:id/create_account_fragment_create_account_button,com.etsy.android:id/text_terms_of_use,android.widget.TextView,"[111,1443][969,1525]",1.847142857142857
"xpath@//android.widget.TextView[@content-desc=""Search""]",com.etsy.android:id/menu_search,android.widget.TextView,"[1104,185][1272,353]",0.99
id@com.contextlogic.geek:id/fragment_filter_done,com.etsy.android:id/btn_menu,android.widget.ImageView,"[566,1343][692,1469]",0.6666666666666666
id@com.contextlogic.geek:id/product_details_fragment_add_to_cart_button,com.etsy.android:id/text_free_shipping,android.widget.TextView,"[112,2295][816,2361]",0.4
"xpath@//android.widget.TextView[@content-desc=""Filter""]",com.etsy.android:id/filters_text_view,android.widget.TextView,"[1065,409][1384,577]",1.0
id@com.contextlogic.geek:id/create_account_fragment_last_name_text,com.etsy.android:id/text_terms_of_use,android.widget.TextView,"[111,1443][969,1525]",1.3
id@com.contextlogic.geek:id/login_fragment_sign_in_button,com.etsy.android:id/menu_search,android.widget.TextView,"[816,77][948,209]",0.8
"xpath@//android.widget.ImageButton[@content-desc=""Open Menu""]",,android.widget.ImageButton,"[0,171][196,367]",2.0
