id@com.etsy.android:id/cart_icon,com.thirdrock.fivemiles:id/item_title,android.widget.TextView,"[56,1692][1384,1860]",2.2447712418300654
id@com.etsy.android:id/legal_row,com.thirdrock.fivemiles:id/txt_update_remind,android.widget.TextView,"[1025,1657][1384,1733]",0.5
id@com.etsy.android:id/button_register,com.thirdrock.fivemiles:id/sign_up,android.widget.Button,"[70,2561][699,2621]",1.0
id@com.etsy.android:id/edit_last_name,com.thirdrock.fivemiles:id/txt_terms,android.widget.TextView,"[105,2439][1335,2621]",1.3
id@com.etsy.android:id/btn_register_dialog,com.thirdrock.fivemiles:id/sign_up,android.widget.Button,"[70,2561][699,2621]",1.0
xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]/android.widget.TextView,com.thirdrock.fivemiles:id/category_parent_name,android.widget.TextView,"[0,507][350,644]",3.0
id@com.etsy.android:id/search_filters_sort_by_text,com.thirdrock.fivemiles:id/common_list_item_text,android.widget.CheckedTextView,"[28,965][1412,1153]",0.5
id@com.etsy.android:id/button_cart,com.thirdrock.fivemiles:id/item_title,android.widget.TextView,"[56,1692][1384,1860]",0.99
id@com.etsy.android:id/button_signin,com.thirdrock.fivemiles:id/login_login,android.widget.Button,"[84,1062][1356,1272]",2.0
id@com.etsy.android:id/filters_text_view,com.thirdrock.fivemiles:id/ic_filter,android.widget.TextView,"[1272,225][1418,313]",1.0
xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1],com.thirdrock.fivemiles:id/common_list_item_text,android.widget.CheckedTextView,"[28,965][1412,1153]",0.45
id@com.etsy.android:id/menu_search,com.thirdrock.fivemiles:id/item_title,android.widget.TextView,"[56,1692][1384,1860]",1.7124183006535947
id@com.etsy.android:id/btn_sign_in_dialog,com.thirdrock.fivemiles:id/sign_in,android.widget.Button,"[741,2561][1370,2621]",2.0
