id@com.contextlogic.wish:id/product_details_fragment_add_to_cart_button,com.zappos.android.sixpmFlavor:id/html_textview,android.widget.TextView,"[0,2603][1440,2621]",0.8571428571428571
id@com.contextlogic.wish:id/create_account_fragment_create_account_button,continue,android.widget.Button,"[56,1550][1389,1711]",1.98
"xpath@//android.widget.TextView[@content-desc=""Search""]",com.zappos.android.sixpmFlavor:id/search_voice_btn,android.widget.ImageView,"[1148,185][1344,349]",0.99
id@com.contextlogic.wish:id/create_account_fragment_last_name_text,auth--show-password-checkbox,android.widget.CheckBox,"[63,1389][147,1473]",0.5882352941176471
"xpath@//android.widget.TextView[@content-desc=""Filter""]",com.zappos.android.sixpmFlavor:id/category_shoes,android.widget.Button,"[28,871][489,1067]",0.8421052631578947
id@com.contextlogic.wish:id/shipping_address_form_zip_postal_text,,android.widget.ImageView,"[1300,185][1440,353]",0.625
"xpath@//android.widget.ImageButton[@content-desc=""Open Menu""]",,android.widget.ImageButton,"[0,171][196,367]",2.0
id@com.contextlogic.wish:id/shipping_address_form_phone_text,,android.widget.ImageView,"[1300,185][1440,353]",0.4
id@com.contextlogic.wish:id/cart_fragment_cart_shipping_floating_done_button,com.zappos.android.sixpmFlavor:id/add_update_save_btn,android.widget.Button,"[720,2610][1440,2621]",1.0
id@com.contextlogic.wish:id/create_account_fragment_password_text,auth--show-password-checkbox,android.widget.CheckBox,"[63,1389][147,1473]",0.99
