id@com.etsy.android:id/cart_icon,com.groupon:id/menu_share,android.widget.TextView,"[1079,185][1247,353]",1.2338874680306906
id@com.etsy.android:id/button_register,,android.widget.Button,"[195,2372][1245,2549]",0.99
id@com.etsy.android:id/edit_last_name,com.groupon:id/terms_view,android.widget.TextView,"[56,1286][1384,1392]",1.3
id@com.etsy.android:id/btn_remove,com.groupon:id/terms_view,android.widget.TextView,"[42,2441][1398,2547]",0.5
id@com.etsy.android:id/btn_register_dialog,,android.widget.Button,"[195,2372][1245,2549]",0.99
xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]/android.widget.TextView,com.groupon:id/categoryCardTitle,android.widget.TextView,"[56,987][443,1044]",1.1666666666666665
id@com.etsy.android:id/search_filters_sort_by_text,com.groupon:id/facet_radio,android.widget.RadioButton,"[0,1600][1440,1768]",0.5
id@com.etsy.android:id/button_cart,com.groupon:id/ic_shopping_cart,android.widget.ImageView,"[1289,227][1373,311]",0.99
id@com.etsy.android:id/button_signin,com.groupon:id/done,android.widget.Button,"[195,2005][1245,2173]",0.99
id@com.etsy.android:id/filters_text_view,,android.widget.TextView,"[1075,395][1440,521]",0.99
xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1],com.groupon:id/home,android.view.ViewGroup,"[0,2582][360,2621]",0.45
id@com.etsy.android:id/menu_search,com.groupon:id/menu_share,android.widget.TextView,"[1079,185][1247,353]",1.4485294117647058
id@com.etsy.android:id/btn_sign_in_dialog,com.groupon:id/done,android.widget.Button,"[195,2005][1245,2173]",0.99
