source resource id,source xpath,info of source event,target resource id,target xpath,info of target event,score
Registration Test Case,,,,,,
com.etsy.android:id/btn_link,,,com.contextlogic.geek:id/login_fragment_sign_in_button,,,0.37341391794400774
com.etsy.android:id/btn_register_dialog,,,com.contextlogic.geek:id/sign_in_fragment_sign_in_button,,,0.4581120542068887
com.etsy.android:id/edit_email,,,com.contextlogic.geek:id/sign_in_fragment_email_text,,,0.568950332928395
com.etsy.android:id/edit_register_password,,,com.contextlogic.geek:id/sign_in_fragment_password_text,,,0.42385369911139276
com.etsy.android:id/edit_password_confirm,,,com.contextlogic.geek:id/sign_in_fragment_password_text,,,0.41802626212747684
com.etsy.android:id/edit_last_name,,,,,,0
com.etsy.android:id/edit_first_name,,,,,,0
com.etsy.android:id/button_register,,,com.contextlogic.geek:id/sign_in_fragment_sign_in_button,,,0.480090608525804
,"//android.widget.ImageButton[@content-desc=""Navigate up""]",,,"//android.widget.ImageButton[@content-desc=""Navigate up""]",,0.3362801053965768
com.etsy.android:id/etsy_menu_text,,,com.contextlogic.geek:id/login_fragment_tagline_text,,,0.2987669056592356
com.etsy.android:id/username,,,,,,0
Login Test Case,,,,,,
com.etsy.android:id/btn_link,,,com.contextlogic.geek:id/login_fragment_sign_in_button,,,0.37341391794400774
com.etsy.android:id/btn_sign_in_dialog,,,com.contextlogic.geek:id/sign_in_fragment_sign_in_button,,,0.5736315175939828
com.etsy.android:id/edit_password,,,com.contextlogic.geek:id/sign_in_fragment_password_text,,,0.568950332928395
com.etsy.android:id/edit_username,,,com.contextlogic.geek:id/sign_in_fragment_email_text,,,0.5297808518221342
com.etsy.android:id/button_signin,,,com.contextlogic.geek:id/sign_in_fragment_sign_in_button,,,0.5580396636914546
,"//*[@content-desc=""Navigate up""]",Navigate up,,"//*[@content-desc=""Close Menu""]",,0.28785617872254593
com.etsy.android:id/etsy_menu_text,,,com.contextlogic.geek:id/menu_fragment_row_text,,,0.3347471722871103
com.etsy.android:id/username,,,com.contextlogic.geek:id/menu_profile_name,,,0.4091474903314978
